"radio_id","escuela_id","tiempo_min"
"22","47",8.4
"22","48",233.7
"22","49",233.7
"22","50",233.7
"22","51",225.5
"22","52",225.5
"22","53",16.3
"22","54",10
"22","55",10
"22","56",10
"22","57",10
"22","58",10
"22","59",10
"22","60",10
"22","61",10
"22","62",10
"22","63",10
"22","64",10
"22","65",10
"22","66",10
"22","67",234.6
"22","68",5.7
"22","69",143
"22","70",143
"22","71",3.6
"22","72",143.9
"22","73",151.4
"22","74",228.5
"23","1",129
"23","2",129
"23","3",130.3
"23","4",130.3
"23","5",130.3
"23","6",128.5
"23","7",128.5
"23","8",128.5
"23","9",128.5
"23","10",128.5
"23","11",128.5
"23","12",128.5
"23","13",128.5
"23","14",134.1
"23","15",134.1
"23","16",134.1
"23","17",242.4
"23","18",242.4
"23","19",242.4
"23","20",242.2
"23","21",242.2
"23","22",239.1
"23","23",238.5
"23","24",238.5
"23","25",238.5
"23","26",238.5
"23","27",237.6
"23","28",243.2
"23","29",228.9
"23","30",228.9
"23","31",2.5
"23","32",238.3
"23","33",238.3
"23","34",241.8
"23","35",231.4
"23","36",132.5
"23","37",20.2
"23","38",125.9
"23","39",125.9
"23","40",3.6
"23","41",18.2
"23","42",239.9
"23","43",238.5
"23","44",3.4
"23","45",243
"23","46",235.1
"23","47",16.5
"23","48",238.9
"23","49",238.9
"23","50",238.9
"23","51",230.7
"23","52",230.7
"23","53",5.5
"23","54",6.9
"23","55",6.9
"23","56",6.9
"23","57",6.9
"23","58",6.9
"23","59",6.9
"23","60",6.9
"23","61",6.9
"23","62",6.9
"23","63",6.9
"23","64",6.9
"23","65",6.9
"23","66",6.9
"23","67",239.7
"23","68",20.3
"23","69",128.9
"23","70",128.9
"23","71",10.9
"23","72",129.7
"23","73",137.2
"23","74",233.6
"24","1",129
"24","2",129
"24","3",130.3
"24","4",130.3
"24","5",130.3
"24","6",128.5
"24","7",128.5
"24","8",128.5
"24","9",128.5
"24","10",128.5
"24","11",128.5
"24","12",128.5
"24","13",128.5
"24","14",134.1
"24","15",134.1
"24","16",134.1
"24","17",242.4
"24","18",242.4
"24","19",242.4
"24","20",242.2
"24","21",242.2
"24","22",239.1
"24","23",238.5
"24","24",238.5
"24","25",238.5
"24","26",238.5
"24","27",237.6
"24","28",243.2
"24","29",228.9
"24","30",228.9
"24","31",2.5
"24","32",238.3
"24","33",238.3
"24","34",241.8
"24","35",231.4
"24","36",132.5
"24","37",20.2
"24","38",125.9
"24","39",125.9
"24","40",3.6
"24","41",18.2
"24","42",239.9
"24","43",238.5
"24","44",3.4
"24","45",243
"24","46",235.1
"24","47",16.5
"24","48",238.9
"24","49",238.9
"24","50",238.9
"24","51",230.7
"24","52",230.7
"24","53",5.5
"24","54",6.9
"24","55",6.9
"24","56",6.9
"24","57",6.9
"24","58",6.9
"24","59",6.9
"24","60",6.9
"24","61",6.9
"24","62",6.9
"24","63",6.9
"24","64",6.9
"24","65",6.9
"24","66",6.9
"24","67",239.7
"24","68",20.3
"24","69",128.9
"24","70",128.9
"24","71",10.9
"24","72",129.7
"24","73",137.2
"24","74",233.6
